grant_id,title,year,first_author
EP/P00122X/1,Visualization of diffusion limited antimicrobial peptide attack on supported lipid membranes.,2018,Heath GR
EP/S036237/1,Transforming wastewater ammonia to carbon free energy: Integrating fuel cell technology with ammonia stripping for direct power production,2022,Davey C
ES/L002833/1,"Circulating Power: Humanitarian Logistics, Militarism, and the United Arab Emirates",2019,Ziadah R
ST/T000244/1,Cosmological forecasts with the clustering of weak lensing peaks,2022,Davies C
EP/T024917/1,A CNN pruning approach using constrained binary particle swarm optimization with a reduced search space for image classification,2024,Tmamna J
BB/J016985/1,Cyanobacteria use micro-optics to sense light direction.,2016,Schuergers N
BB/M025888/1,Defining vitamin D status using multi-metabolite mathematical modelling: A pregnancy perspective,2019,Beentjes C
1971986,Topical Delivery of 3-O-ethyl l-ascorbic Acid from Complex Solvent Systems,2020,Iliopoulos F
EP/K021796/1,A microfluidic photoelectrochemical cell for solar-driven CO2 conversion into liquid fuels with CuO-based photocathodes.,2019,Kalamaras E
EP/M024261/1,Avoiding coherent errors with rotated concatenated stabilizer codes,2021,Ouyang Y
EP/K032518/1,Subsampled STEM-ptychography,2018,Stevens A
EP/P015751/1,Passive Beam-Steering Gravitational Liquid Antennas,2020,Song C
ES/P009301/1,"Residential segregation of migrants: Disentangling the intersectional and multiscale segregation of migrants in Shijiazhuang, China",2022,Owen G
NE/S00078X/1,Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal,2021,Feuerborn T
ES/S01019X/1,The Impact of News Consumption on Anti-immigration Attitudes and Populist Party Support in a Changing Media Ecology,2020,Štetka V
EP/T033231/1,Relativistic electronic structure and photovoltaic performance of K 2 CsSb,2023,Wu R
EP/P026311/1,Modification of Weak Localization in Metallic Thin Films Due to the Adsorption of Chiral Molecules.,2023,Ozeri M
EP/F043929/1,Improving the Stability of Cardiac Mechanical Simulations,2015,Land S
EP/M017753/1,Integrated approaches to the optimisation of regional and local food-energy-water systems,2017,Veldhuis A
EP/J017515/1,A hybrid breakout local search and reinforcement learning approach to the vertex separator problem,2017,Benlic U
EP/H018921/1,Micro-beam Laue alignment of multi-reflection Bragg coherent diffraction imaging measurements,2017,Hofmann F
ST/W000857/1,The distribution of accretion rates as a diagnostic of protoplanetary disc evolution,2023,Alexander R
EP/P031684/1,Stability of similarity solutions of viscous thread pinch-off,2021,Dallaston M
ST/K00042X/1,How unusual is the Milky Way's assembly history?,2020,Evans T
AH/P00217X/1,Time travel and counterfactual asymmetry,2019,Fernandes A
ES/R005257/1,Combinations of Drinking Occasion Characteristics Associated with Units of Alcohol Consumed among British Adults: An Event-Level Decision Tree Modeling Study,2021,Stevely A
ES/J012262/1,"Stuck in the Short Term: Immobility and Temporalities of Care among Florenese Migrants in Sabah, Malaysia",2019,Allerton C
EP/N000714/1,Microstructure and mechanical properties of cold sintered porous alumina ceramics,2022,Suleiman B
ST/T000198/1,The nuclear transient AT 2017gge: a tidal disruption event in a dusty and gas-rich environment and the awakening of a dormant SMBH,2022,Onori F
EP/V012053/1,Automatic scenario generation for efficient solution of robust optimal control problems,2023,Zagorowska M
BB/N009150/1,Generating active T1 transitions through mechanochemical feedback.,2023,Sknepnek R
BB/R00661X/1,CC + : A searchable database of validated coiled coils in PDB structures and AlphaFold2 models,2023,Kumar P
MR/L003589/1,Impaired speech perception in noise with a normal audiogram: No evidence for cochlear synaptopathy and no relation to lifetime noise exposure.,2018,Guest H
EP/S033181/1,Nature of the Arsonium-Ylide Ph3 As=CH2 and a Uranium(IV) Arsonium-Carbene Complex.,2020,Seed JA
AH/L013282/2,Exhausted Futures,2016,Brigstocke J
EP/M026981/1,Guided Policy Search for Sequential Multitask Learning,2019,Xiong F
BBS/E/I/00007039,Field-Reassortment of Bluetongue Virus Illustrates Plasticity of Virus Associated Phenotypic Traits in the Arthropod Vector and Mammalian Host In Vivo.,2022,Sanders C
EP/M018075/1,On the propagation of Voigt waves in energetically active materials,2016,Mackay T
BBS/E/B/000C0433,The RNA-binding proteins Zfp36l1 and Zfp36l2 act redundantly in myogenesis.,2018,Bye-A-Jee H
ST/K00042X/1,Comparing galaxy formation in semi-analytic models and hydrodynamical simulations,2018,Mitchell P
BB/I020489/1,Binding interface change and cryptic variation in the evolution of protein-protein interactions,2016,Ames R
EP/T026677/1,Core Imaging Library - Part I: a versatile Python framework for tomographic imaging,2021,Jørgensen J
MR/R000328/1,Structural basis for tuning activity and membrane specificity of bacterial cytolysins.,2020,Shah NR
EP/M025020/1,Nonradiative Energy Losses in Bulk-Heterojunction Organic Photovoltaics,2018,Azzouzi M
MR/S002987/1,Expression of green fluorescent protein defines a specific population of lamina II excitatory interneurons in the GRP::eGFP mouse.,2020,Bell AM
EP/H500405/1,On the Microstructure and Isothermal Oxidation at 800 and 1200 &deg;C of the Nb-24Ti-18Si-5Al-5Cr-5Ge-5Sn (at.%) Silicide-Based Alloy,2020,Hernández-Negrete O
EP/L019965/1,Ultrafast synchrotron X-ray imaging studies of microstructure fragmentation in solidification under ultrasound,2018,Wang B
EP/J00961X/1,Targeted anion transporter delivery by coiled-coil driven membrane fusion.,2016,Mora NL
EP/N024117/1,A conserved arginine with non-conserved function is a key determinant of agonist selectivity in a7 nicotinic ACh receptors.,2021,Minguez-Viñas T
EP/P030548/1,Protein film electrochemical EPR spectroscopy as a technique to investigate redox reactions in biomolecules.,2019,Abdiaziz K
ST/N000331/1,Background determination for the LUX-ZEPLIN dark matter experiment,2023,Aalbers J
EP/I001697/1,Syndapin-2 mediated transcytosis of amyloid-ß across the blood-brain barrier.,2022,M Leite D
EP/T003618/1,ABO Blood Groups Do Not Predict Schistosoma mansoni Infection Profiles in Highly Endemic Villages of Uganda.,2021,Francoeur R
EP/W003333/1,In situ characterisation of surface roughness and its amplification during multilayer single-track laser powder bed fusion additive manufacturing,2023,Bhatt A
EP/K009702/1,Simulating acoustic emission: The noise of collapsing domains,2014,Salje E
NE/V005448/1,Ocean-based sources of plastic pollution: An overview of the main marine activities in the Peruvian EEZ.,2023,Deville A
EP/N008065/1,Optimized organometal halide perovskite solar cell fabrication through control of nanoparticle crystal patterning,2017,Mohamad D
BB/L015048/1,Paper Spray Ionization Ion Mobility Mass Spectrometry of Sebum Classifies Biomarker Classes for the Diagnosis of Parkinson's Disease.,2022,Sarkar D
ST/V000403/1,Axi-Stack: a method for manufacturing freeform air-silica optical fibre,2023,Ross C
EP/N010221/1,o3o3: A Variant of Spectral Elements with a Regular Collocation Grid,2019,Steppeler J
ST/P000258/1,Searching for parity violation with the LIGO-Virgo-KAGRA network,2021,Martinovic K
ES/S012532/1,Automation and the fall and rise of the servant economy,2025,Krenz A
MR/T029803/1,Challenges and opportunities in coproduction: reflections on working with young people to develop an intervention to prevent violence in informal settlements in South Africa.,2023,Mannell J
ES/M011038/1,Performing whiteness: Central and Eastern European young people's experiences of xenophobia and racialisation in the UK post-Brexit,2022,Sime D
ES/N002784/1,Reading direct speech quotes increases theta phase-locking: Evidence for cortical tracking of inner speech?,2021,Yao B
BB/G022577/1,Announcing mandatory submission of PDBx/mmCIF format files for crystallographic depositions to the Protein Data Bank (PDB),2019,Adams P
BB/R022429/1,"Interplay between Copper, Phosphatidylserine, and a-Synuclein Suggests a Link between Copper Homeostasis and Synaptic Vesicle Cycling",2024,Teng X
EP/I012044/1,Production and characterization of a dual species magneto-optical trap of cesium and ytterbium.,2016,Kemp SL
EP/H008578/1,Statistical prediction of nanoparticle delivery: from culture media to cell.,2015,Brown MR
NE/P003362/1,Note: A miniature oscillating microbalance for sampling ice and volcanic ash from a small airborne platform.,2017,Airey MW
EP/K005316/1,Modelling energy transitions for climate targets under landscape and actor inertia,2017,Li F
BB/M017702/1,Tracking the emergence of synthetic biology.,2017,Shapira P
ES/S015612/1,Impact of social context on human facial and gestural emotion expressions,2024,Heesen R
NE/K015249/1,A model for tidewater glacier undercutting by submarine melting,2017,Slater D
ST/P000258/1,The general scalar-tensor Hamiltonian with deformed covariance,2019,Cuttell R
MR/S01988X/1,"A phylogenomic approach for the analysis of colistin resistance-associated genes in Klebsiella pneumoniae, its mutational diversity and implications for phenotypic resistance.",2022,Elias R
EP/N011074/1,Real-Time H8 Control of Networked Inverted Pendulum Visual Servo Systems.,2020,Du D
EP/S035990/1,Synthesis of Arylethylamines via C(sp3)-C(sp3) Palladium-Catalyzed Cross-Coupling.,2021,Lippa RA
BB/V007300/1,Chloroplast protein translocation pathways and ubiquitin-dependent regulation at a glance.,2023,Nellaepalli S
EP/T01167X/1,Decomposition of the wall-heat flux of compressible boundary layers,2023,Ricco P
NE/N013530/1,Evaluating the impact of improvements in urban green space on older adults' physical activity and wellbeing: protocol for a natural experimental study.,2018,Benton JS
EP/K008218/1,A Non-Linear Reweighted Total Variation Image Reconstruction Algorithm for Electrical Capacitance Tomography,2018,Li K
NE/V012665/1,Impact of HO 2 /RO 2 ratio on highly oxygenated a -pinene photooxidation products and secondary organic aerosol formation potential,2024,Baker Y
EP/T007338/1,Effect of Ligand Substituents on Spectroscopic and Catalytic Properties of Water-Compatible Cp*Ir-(pyridinylmethyl)sulfonamide-Based Transfer Hydrogenation Catalysts.,2024,Booth RL
EP/D073618/1,Regional biomechanical and histological characterization of the mitral valve apparatus: Implications for mitral repair strategies.,2016,Roberts N
EP/W017075/1,Broadband Transient Response and Wavelength-Tunable Photoacoustics in Plasmonic Hetero-nanoparticles,2023,Bykov A
MR/S015418/1,Near-conformal dynamics in a chirally broken system,2021,Appelquist T
EP/G04483X/1,Measurement of water uptake in thin-film Nafion and anion alkaline exchange membranes using the quartz crystal microbalance,2016,Bharath V
ES/N015185/1,The effect of neighbourhood social ties on migrants' subjective wellbeing in Chinese cities,2017,Liu Y
EP/K006924/1,Resilience theory incorporated into urban wastewater systems management. State of the art.,2017,Juan-García P
EP/N017897/1,The minimum norm multi-input multi-output receptance method for partial pole placement,2019,Mokrani B
AH/M003809/1,Translating science for young people through metaphor,2020,Deignan A
NE/P011217/1,Applying the natural capital approach to decision making for the marine environment,2019,Hooper T
MR/L010747/1,Topical Oxaliplatin Produces Gain- and Loss-of-Function in Multiple Classes of Sensory Afferents.,2024,Saleque N
MR/R009635/1,Prospective Piperacillin Lymphocyte Transformation Testing in Patients With Cystic Fibrosis Receiving Regular and Desensitization Courses of Piperacillin-Tazobactam,2024,Whitaker P
ST/J005673/1,Is the ring inside or outside the planet?: the effect of planet migration on dust rings,2019,Meru F
EP/J007803/1,Direct measurement of molecular mobility and crystallisation of amorphous pharmaceuticals using terahertz spectroscopy.,2016,Sibik J
ST/S00033X/1,MIGHTEE-H i : deep spectral line observations of the COSMOS field,2024,Heywood I
MR/L003589/1,Identifying barriers and facilitators of hearing protection use in early-career musicians: a basis for designing interventions to promote uptake and sustained use.,2022,Couth S
ST/V001108/1,Determination of the 161Tb half-life.,2022,Collins SM
EP/V042327/1,Visualisations with semantic icons: Assessing engagement with distracting elements,2024,Alebri M
EP/N014499/1,Multiscale Approach for Variational Problem Joint Diffeomorphic Image Registration and Intensity Correction: Theory and Application,2024,Chen P
EP/W027992/1,The Singlet: Direct Synthesis of Pseudo-Elliptic Inline Filters With Frequency Variant Couplings,2023,Musonda E
EP/P027156/1,Solvent-molecule interaction induced gating of charge transport through single-molecule junctions,2020,Tang Z
EP/W003732/1,Wave energy extraction from rigid rectangular compound floating plates,2024,Michele S
EP/M023265/1,Mind the gap: Distributed practice enhances performance in a MOBA game.,2022,Vardal O
NE/T00696X/1,"The Invasion of the Land in Deep Time: Integrating Paleozoic Records of Paleobiology, Ichnology, Sedimentology, and Geomorphology",2022,Buatois L
MR/N004566/1,Discordant phenotypes in twins with infantile nystagmus,2021,Aamir A
EP/P01271X/1,Stochastic modelling and updating of a joint contact interface,2019,Jalali H
BB/M027139/1,Stabilisation of oil-in-water emulsions with non-chemical modified gelatinised starch.,2018,Kasprzak MM
MR/K022377/1,"Altered Neocortical Gene Expression, Brain Overgrowth and Functional Over-Connectivity in Chd8 Haploinsufficient Mice.",2018,Suetterlin P
MR/V022806/1,Histories of 'a loathsome disease': Sexual health in modern Britain,2022,Hanley A
EP/V037765/1,Single-Molecule Junction Formation in Deep Eutectic Solvents with Highly Effective Gate Coupling.,2023,Qiao X
EP/N006895/1,Using Redox-Active p Bridging Ligand as a Control Switch of Intramolecular Magnetic Interactions,2019,Ma X
EP/L00030X/1,"Heat and mass transfer of oscillatory lid-driven cavity flow in the continuum, transition and free molecular flow regimes",2019,Wang P
EP/N007565/1,Theorem Proving for Pointwise Metric Temporal Logic Over the Naturals via Translations,2020,Hustadt U
EP/R035288/1,"Associations between indoor temperature, self-rated health and socioeconomic position in a cross-sectional study of adults in England",2021,Sutton-Klein J
ST/R006598/1,Mitigating modal noise in multimode circular fibres by optical agitation using a galvanometer,2024,Ghosh S
EP/L018039/1,"The Eshelby, Hill, Moment and Concentration Tensors for Ellipsoidal Inhomogeneities in the Newtonian Potential Problem and Linear Elastostatics",2016,Parnell W
ST/P000541/1,The Cosmic Ballet: spin and shape alignments of haloes in the cosmic web,2018,Ganeshaiah Veena P
BB/V011278/1,"An exploration of unusual antimicrobial resistance phenotypes in Salmonella Typhi from Blantyre, Malawi reveals the ongoing role of IncHI1 plasmids",2024,Zuza A
ST/R000832/1,MEGA: Merger graphs of structure formation,2020,Roper W
EP/N020863/1,Successes and Challenges Associated with Solution Processing of Kesterite Cu 2 ZnSnS 4 Solar Cells on Titanium Substrates,2020,Wei Z
BB/K000942/1,Ca2+/H+ exchange by acidic organelles regulates cell migration in vivo.,2016,Melchionda M
NE/N001079/1,Diurnal variability in alkaline phosphatase activity and the potential role of zooplankton,2019,Davis C
EP/D052785/1,Analysis of speedups in parallel evolutionary algorithms and ( 1 + ? ) EAs for combinatorial optimization,2014,Lässig J
MR/S019472/1,Variables Influencing Differences in Sequence Conservation in the Fission Yeast Schizosaccharomyces pombe.,2021,Harnqvist SE
EP/I037946/1,Real-time feedback control of three-dimensional Tollmien-Schlichting waves using a dual-slot actuator geometry,2018,Vemuri S
BBS/E/C/000J0100,V-QBA vs. QBA-How Do Video and Live Analysis Compare for Qualitative Behaviour Assessment?,2022,Cooke AS
BB/N018508/1,Contrasting nutrient-disease relationships: Potassium gradients in barley leaves have opposite effects on two fungal pathogens with different sensitivities to jasmonic acid.,2018,Davis JL
EP/M028941/1,Collapse of a region of the magnetic phase diagram of elemental terbium under a strain-induced Lifshitz transition,2021,Andrianov A
EP/T004746/1,Supersymmetric Ground States of 3d $\mathcal{N}=4$ Gauge Theories on a Riemann Surface,2022,Bullimore M
EP/Y031059/1,TESS Cycle 2 observations of roAp stars with 2-min cadence data,2024,Holdsworth D
EP/R020892/1,Predicting Cardiovascular Stent Complications Using Self-Reporting Biosensors for Noninvasive Detection of Disease.,2022,Hoare D
NE/N018095/1,"Mean, Variability, and Trend of Southern Ocean Wind Stress: Role of Wind Fluctuations",2018,Lin X
EP/N014391/1,Network substrates of cognitive impairment in Alzheimer's Disease.,2019,Tait L
EP/M024512/1,"Height and Area Estimates for Constant Mean Curvature Graphs in $$\mathbb {E}(\kappa ,\tau )$$ E ( ? , t ) -Spaces",2017,Manzano J
BB/M017877/1,Identification of genetic loci in lettuce mediating quantitative resistance to fungal pathogens.,2022,Pink H
EP/G030995/1,Electro-thermal impedance spectroscopy applied to an open-cathode polymer electrolyte fuel cell,2016,Engebretsen E
ES/K006460/1,Increasing Inequality in Experience of Victimization During the Crime Drop: Analysing Patterns of Victimization in Scotland from 1993 to 2014-15,2020,Pillinger R
BB/G014329/1,Computation-Aided Engineering of Cytochrome P450 for the Production of Pravastatin.,2022,Ashworth MA
EP/K033166/1,Distributed Joint Source-Channel Coding With Copula-Function-Based Correlation Modeling for Wireless Sensors Measuring Temperature,2015,Deligiannis N
EP/P00637X/1,Quasinormal Mode Oscillations in an Analogue Black Hole Experiment.,2020,Torres T
EP/Y016076/1,Urban Vulnerability Assessment of Sea Level Rise in Singapore through the World Avatar,2024,Phua S
BB/M026825/2,Sequence of introduction determines the success of contrasting root symbionts and their host,2023,Bell C
ST/N000749/1,How Much Flux Does a Flux Transfer Event Transfer?,2017,Fear R
EP/R005257/1,Riboflavin-Vancomycin Conjugate Enables Simultaneous Antibiotic Photo-Release and Photodynamic Killing against Resistant Gram-Positive Pathogens.,2023,Mills B
EP/N014529/1,The Exit Time Finite State Projection Scheme: Bounding Exit Distributions and Occupation Measures of Continuous-Time Markov Chains,2019,Kuntz J
BB/D00117X/1,A functional connectome: regulation of Wnt/TCF-dependent transcription by pairs of pathway activators.,2015,Freeman J
BB/V018779/1,mzIdentML 1.3.0 - Essential progress on the support of crosslinking and other identifications based on multiple spectra.,2024,Combe CW
EP/R003009/1,Probing the mechanism for hydrogel-based stasis induction in human pluripotent stem cells: is the chemical functionality of the hydrogel important?,2019,Sponchioni M
EP/L000202/1,"DFT-D3 study of H2 and N2 chemisorption over cobalt promoted Ta3N5-(100), (010) and (001) surfaces.",2017,Zeinalipour-Yazdi CD
EP/V037749/1,Stable chemical enhancement of passivating nanolayer structures grown by atomic layer deposition on silicon,2023,Pain S
NE/J018678/1,"Cytotoxic activities of [Ser4?]phospholipase A2 from the venom of the saw-scaled vipers Echis ocellatus, Echis pyramidum leakeyi, Echis carinatus sochureki, and Echis coloratus.",2013,Conlon JM
NE/R013306/1,Influence of temperature and other system parameters on microbial fuel cell performance: Numerical and experimental investigation,2020,Gadkari S
EP/S005544/1,A dithiacyclam-coordinated silver(i) polymer with anti-cancer stem cell activity.,2021,Johnson A
EP/V027433/2,Mo/Fe bimetallic pyrophosphates derived from Prussian blue analogues for rapid electrocatalytic oxygen evolution,2023,Wang J
EP/M014304/1,Upscaling of Co-Impregnated La 0.20 Sr 0.25 Ca 0.45 TiO 3 Anodes for Solid Oxide Fuel Cells: A Progress Report on a Decade of Academic-Industrial Collaboration,2021,Price R
MR/V00476X/1,Rethinking intercurrent events in defining estimands for tuberculosis trials.,2022,Pham TM
NE/H023690/1,The functional quality of decomposing litter outputs from an Arctic plant community is affected by long-term exposure to enhanced UV-B,2016,Jones A
EP/P010482/1,Thermally Activated and Aggregation-Regulated Excitonic Coupling Enable Emissive High-Lying Triplet Excitons.,2022,Wang T
EP/L000261/1,Reduced mixing time in stirred vessels by means of irregular impellers,2018,Basbug S
EP/S025790/1,Mutual interaction among multiple surface barrier discharges,2022,Gilbart B
ST/R000832/1,A little FABLE: exploring AGN feedback in dwarf galaxies with cosmological simulations,2021,Koudmani S
BB/M018261/1,Examining the stability of membrane proteins within SMALPs,2019,Gulamhussein A
EP/L027151/1,Inhibiting Analyte Theft in Surface-Enhanced Raman Spectroscopy Substrates: Subnanomolar Quantitative Drug Detection.,2019,de Nijs B
MR/M021475/1,Evidence for gene-environment correlation in child feeding: Links between common genetic variation for BMI in children and parental feeding practices.,2018,Selzam S
EP/K01711X/1,"A stable, power scaling, graphene-mode-locked all-fiber oscillator",2017,Popa D
BB/S020020/1,PHI-Nets: A Network Resource for Ascomycete Fungal Pathogens to Annotate and Identify Putative Virulence Interacting Proteins and siRNA Targets.,2019,Janowska-Sejda EI
2119373,Frequency combs with multiple offsets in THz-rate microresonators.,2022,Puzyrev DN
NE/M007855/1,Patterns of declining zooplankton energy in the northeast Atlantic as an indicator for marine survival of Atlantic salmon,2024,Tyldesley E
EP/L01162X/1,Low Loss Mid-Infrared SOI Slot Waveguides,2015,Soler Penades J
MR/N026063/1,Thalamic volume reduction in drug-naive patients with new-onset genetic generalized epilepsy.,2018,Perani S
ES/E024556/1,Sound symbolism scaffolds language development in preverbal infants.,2015,Asano M
2114372,Impact of Airframe-Propulsion System Modeling Strategies on Key Structural Performance Metrics,2023,Colbert S
BB/S000119/1,Strain comparisons in inhibitory discrimination learning and novel object recognition procedures.,2021,Waite L
MR/N022556/1,Reproduction in a changing world.,2023,Anderson RA
EP/S030786/1,Opportunities of copper addition in CH3NH3PbI3 perovskite and their photovoltaic performance evaluation,2022,Khalid M
EP/T001011/1,100 Gb/s dynamically programmable SDN-enabled hardware encryptor for optical networks,2021,Arabul E
ST/L000504/1,Global Wilson-Fisher fixed points,2017,Jüttner A
EP/V013130/1,Computational Design of Antiperovskite Solid Electrolytes,2023,Dutra A
MC_UU_00004/07,Estimation of Treatment Policy Estimands for Continuous Outcomes Using Off-Treatment Sequential Multiple Imputation,2024,Drury T
MC_UU_00011/1,"The effect of pubertal timing, as reflected by height tempo, on proximal femur shape: Findings from a population-based study in adolescents",2020,Frysz M
BB/R002754/1,An Insight into the Factors Influencing Specificity of the SUMO System in Plants.,2020,Srivastava M
MR/K007017/1,"#Deathbedlive: the end-of-life trajectory, reflected in a cancer patient's tweets.",2018,Taylor J
EP/E04591X/1,Dynamics of polymer film formation during spin coating,2014,Mouhamad Y
EP/P011454/1,Exploring Age and Gender Differences in ICT Cybersecurity Behaviour,2022,Branley-Bell D
BB/S001204/1,Whi3 mnemon association with endoplasmic reticulum membranes confines the memory of deceptive courtship to the yeast mother cell.,2022,Lau Y
MC_UU_00002/3,Sample size re-estimation in crossover trials: application to the AIM HY-INFORM study.,2019,Wych J
EP/M01326X/1,Multispectral time-of-flight imaging using light-emitting diodes.,2019,Griffiths AD
ES/S007113/1,Caregivers as experimenters: Reducing unfamiliarity helps shy children learn words.,2024,Hilton M
BBS/E/F/000PR10353,The role of the mucin-glycan foraging Ruminococcus gnavus in the communication between the gut and the brain.,2022,Coletto E
EP/L022125/1,Additive Manufacturing (AM) Capacitive Acoustic and Ultrasonic Transducers Using a Commercial Direct Light Processing (DLP) Printer,2020,Zhu B
MR/P000738/2,The MLH1 polymorphism rs1800734 and risk of endometrial cancer with microsatellite instability.,2020,Russell H
ST/N002385/1,Hydrogen separation from blended natural gas and hydrogen by Pd-based membranes,2019,Nayebossadri S
EP/T014628/1,Special Delivery: Programming with Mailbox Types,2023,Fowler S
MR/N020413/1,A constricted opening in Kir channels does not impede potassium conduction.,2020,Black KA
EP/P007767/1,Molecular Encapsulation of Naphthalene Diimide (NDI) Based p-Conjugated Polymers: A Tool for Understanding Photoluminescence,2021,Royakkers J
BB/J018007/1,Droughts reshape apex predator space use and intraguild overlap,2024,West L
EP/K039660/1,Surface Shave: Revealing the Apical-Restricted Uroglycome.,2022,Wang CY
EP/P01576X/1,Unfitted hybrid high-order methods for the wave equation,2022,Burman E
BB/I010351/1,Hijacked then lost in translation: the plight of the recombinant host cell in membrane protein structural biology projects.,2015,Bill RM
EP/S032347/1,Computational complexity of hybrid interval temporal logics,2023,Walega P
MR/R026440/1,ESCRT-III-associated proteins and spastin inhibit protrudin-dependent polarised membrane traffic.,2020,Connell JW
ES/I033572/1,"Socioeconomic inequalities in newborn care during facility and home deliveries: a cross sectional analysis of data from demographic surveillance sites in rural Bangladesh, India and Nepal.",2018,de Jonge E
ES/G007470/1,Impact of financial incentives on alcohol intervention delivery in primary care: a mixed-methods study.,2016,O'Donnell A
EP/N014995/1,Observation of Brillouin optomechanical strong coupling with an 11 GHz mechanical mode,2018,Enzian G
EP/P018998/1,Mesoporous Zr-doped CeO2 nanostructures as superior supercapacitor electrode with significantly enhanced specific capacity and excellent cycling stability,2020,Sun M
ST/L000466/1,Renormalization of the tensor current in lattice QCD and the J / ? tensor decay constant,2020,Hatton D
EP/P00637X/1,Origin and evolution of the multiply quantized vortex instability,2022,Patrick S
EP/G059330/1,Thermal optimisation of polymer extrusion using in-process monitoring techniques,2013,Vera-Sorroche J
EP/I010971/1,Numerical study of the effects of contact angle and viscosity ratio on the dynamics of snap-off through porous media,2018,Starnoni M
MR/M012646/1,Potent Prearranged Positive Allosteric Modulators of the Glucagon-like Peptide-1 Receptor.,2017,Jones BJ
MR/L011964/1,Missing binary outcomes under covariate-dependent missingness in cluster randomised trials.,2017,Hossain A
EP/I033459/1,Solar-Driven Water Oxidation and Decoupled Hydrogen Production Mediated by an Electron-Coupled-Proton Buffer,2016,Bloor L
EP/K031953/1,Cubosomes: The Next Generation of Smart Lipid Nanoparticles?,2019,Barriga HMG
EP/S020527/1,Arresting Classical Many-Body Chaos by Kinetic Constraints.,2022,Deger A
BBS/E/D/20002174,Genomic and Immunogenic Protein Diversity of Erysipelothrix rhusiopathiae Isolated From Pigs in Great Britain: Implications for Vaccine Protection.,2020,Forde TL
EP/H024107/1,Self-assembly of triangular polyoxometalate-organic hybrid macroions in mixed solvents.,2015,Zhang B
EP/L000644/1,Electromagnetic pulse emission from target holders during short-pulse laser interactions,2020,Minenna D
EP/I031626/1,Phylogenetic tree shapes resolve disease transmission patterns.,2014,Colijn C
MR/P022405/1,Automatic extraction of actin networks in plants.,2023,Hembrow J
ST/T00388X/1,Strong-field magnetohydrodynamics for neutron stars,2024,Vardhan S
EP/P004229/1,Hydraulically informed graph theoretic measure of link criticality for the resilience analysis of water distribution networks,2018,Ulusoy A
MR/M022927/1,Semi-autonomous real-time programmable fluorescence lifetime segmentation with a digital micromirror device.,2018,Aluko J
BB/M018407/1,Drought priming effects on alleviating the photosynthetic limitations of wheat cultivars ( Triticum aestivum L.) with contrasting tolerance to abiotic stresses,2020,Mendanha T
EP/P020194/1,Laurdan and Di-4-ANEPPDHQ Influence the Properties of Lipid Membranes: A Classical Molecular Dynamics and Fluorescence Study,2020,Suhaj A
EP/K015699/1,An Optimal Single-Path Routing Algorithm in the Datacenter Network DPillar,2017,Erickson A
EP/P025021/1,Textile-Based Capacitive Sensor for Physical Rehabilitation via Surface Topological Modification,2020,Chen L
BB/L02229X/1,Control of bacterial nitrate assimilation by stabilization of G-quadruplex DNA.,2016,Waller ZA
EP/W009889/1,Integrated role of human thymic stromal cells in hematopoietic stem cell extravasation.,2023,Watson SA
BB/M018407/1,"Non-destructive, high-content analysis of wheat grain traits using X-ray micro computed tomography.",2017,Hughes A
NE/I006141/1,The global precipitation response to volcanic eruptions in the CMIP5 models,2014,Iles C
EP/J016381/2,Thermodynamic consistency of the pseudopotential lattice Boltzmann model for simulating liquid-vapor flows,2014,Li Q
BB/N01314X/1,Path-seq identifies an essential mycolate remodeling program for mycobacterial host adaptation.,2019,Peterson EJ
EP/K027255/2,Detection and Crystal Structure of Hydrogenated Bipentacene as an Intermediate in Thermally Induced Pentacene Oligomerization.,2019,Hiley CI
EP/N00762X/1,Highly efficient thulium-doped high-power laser fibers fabricated by MCVD.,2019,Ramírez-Martínez NJ
NE/N002067/1,Constraining the timing of whole genome duplication in plant evolutionary history.,2017,Clark JW
EP/N02222X/1,Optimising parcel deliveries in London using dual-mode routing,2018,Nguyê˜n T
EP/P003486/1,Cooperative Full-Duplex Physical and MAC Layer Design in Asynchronous Cognitive Networks,2017,Febrianto T
NE/R003386/1,Objective Cost-Informed Cutoff Criteria Improve the Utility of Machine Learning Models of Environmental Hazards: A Case Study of Groundwater Arsenic Distribution in India,2023,Wu R
ES/J019658/1,Can Locus of Control Compensate for Socioeconomic Adversity in the Transition from School to Work?,2017,Ng-Knight T
ST/H002456/1,The WISDOM of power spectra: how the galactic gravitational potential impacts a galaxy's central gas reservoir in simulations and observations,2023,Gensior J
ST/J002062/1,Observation of Laser Power Amplification in a Self-Injecting Laser Wakefield Accelerator.,2018,Streeter MJV
EP/R023662/1,Enhancing bifunctional catalytic activity of cobalt-nickel sulfide spinel nanocatalysts through transition metal doping and its application in secondary zinc-air batteries,2020,Xu Y
EP/P022006/1,Enhancement of intrinsic magnetic damping in defect-free epitaxial Fe3O4 thin films,2019,Lu X
NE/N016394/1,A Framework for Assessing Instream Supporting Ecosystem Services Based on Hydroecological Modelling,2018,Ncube S
EP/T017619/1,Weakly subnormal subgroups and variations of the Baer-Suzuki theorem,2025,Guralnick R
ES/L001926/1,Domesticating the Geopolitical: Rethinking Popular Geopolitics through Play,2018,Woodyer T
